dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
1263,4507,16021,42,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSE SLANG,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSED SLANG,0.0588235294117647,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMEBO SLANG,0.0588235294117647,32.237452674497625,test-clean,opus,8k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1418,5105,28240,1,IT WAS QUITE TRUE THAT A VESSEL WAS IN SIGHT HARDLY MORE THAN SIX MILES FROM THE SHORE BUT OWING TO THE INCREASE IN THE EARTH'S CONVEXITY AND THE CONSEQUENT LIMITATION OF THE RANGE OF VISION THE RIGGING OF THE TOPMASTS ALONE WAS VISIBLE ABOVE THE WATER,IT WAS QUITE TRUE THAT A VESSEL WAS IN SIGHT HARDLY MORE THAN SIX MILES FROM THE SHORE BUT OWING TO THE INCREASE IN THE EARTH'S CONVEXITY AND THE CONSEQUENT LIMITATION OF THE RANGE OF VISION THE RIGGING OF THE TOPMASTS ALONE WAS VISIBLE ABOVE THE WATER,0.0,IT WAS QUITE TRUE THAT A VESSEL WAS IN SIGHT HARDLY MORE THAN SIX MILES FROM THE SHORE BUT OWING TO THE INCREASE IN THE EARTH'S CONVEXITY AND THE CONSEQUENT LIMITATION OF THE RANGE OF VISION THE RIGGING OF THE TOPMASTS ALONE WAS VISIBLE ABOVE THE WATER,0.0,31.510571796286083,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
466,1995,1836,0,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,THE HONORALE CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLEY'S WALL STREET OFFICE AND HIS FACE WAS PALE,0.0909090909090909,THE HONORAE CHARLES SMITH MISS SARO'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLEY'S WALL STREET OFFICE AND HIS FACE WAS PALE,0.1363636363636363,31.519463382449967,test-clean,opus,8k,0.0454545454545454,2,0,0,3,0,0,1,0,0,False,False,False,False,True,False,False
2370,8455,210777,14,SIR KENNINGTON OVAL IS A VERY FINE PLAYER SAID MY WIFE,SIR KENNINGTON OVAL IS A VERY FINE PLAYER SAID MY WIFE,0.0,SIR KENNINGTON OVAL IS A VERY FINE PLAYER SAID MY WIFE,0.0,31.349334600760457,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1379,4992,41797,14,WHEN SHE COULD NOT MAKE A RABBIT OR A BIRD LOOK REAL ON PAPER SHE SEARCHED IN HER FATHER'S BOOKS FOR PICTURES OF ITS BONES,WHEN SHE COULD NOT MAKE A RABBIT OR A BIRD LOOK REAL ON PAPER SHE SEARCHED IN HER FATHER'S BOOKS FOR PICTURES OF ITS BONES,0.0,WHEN SHE COULD NOT MAKE A RABBIT OR A BIRD LOOK REAL ON PAPER SHE SEARCHED IN HER FATHER'S BOOKS FOR PICTURES OF ITS BONES,0.0,30.541920126950544,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1813,672,122797,28,THIS EVENING THEY ALL SAID,THIS EVENING THEY ALL SAID,0.0,THIS EVENING THEY ALL SAID,0.0,31.100446428571427,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
884,2961,960,10,BUT HE HAS NOT AS YET DEFINED THIS INTERMEDIATE TERRITORY WHICH LIES SOMEWHERE BETWEEN MEDICINE AND MATHEMATICS AND HE WOULD HAVE FELT THAT THERE WAS AS GREAT AN IMPIETY IN RANKING THEORIES OF PHYSICS FIRST IN THE ORDER OF KNOWLEDGE AS IN PLACING THE BODY BEFORE THE SOUL,BUT HE HAS NOT AS YET THE FINED THIS INTERMEDIATE TERRITORY WHICH LIES SOMEWHERE BETWEEN MEDICINE AND MATHEMATICS AND HE WOULD HAVE FELT THAT THERE WAS AS GREAT AN IMPIETY IN RINKING THEORIES OF PHYSICS FIRST IN THE ORDER OF KNOWLEDGE AS IN PLACING THE BODY BEFORE THE SOUL,0.0625,BUT HE HAS NOT AS YET DEFIND THIS INTERMEDIATE TERRITORY WHICH LIES SOMEWHERE BETWEEN MEDICINE AND MATHEMATICS AND HE WOULD HAVE FELT THAT THERE WAS AS GREAT AN IMPIETY IN RINKING THEORIES OF PHYSICS BIRST IN THE ORDER OF KNOWLEDGE AS IN PLACING THE BODY BEFORE THE SOUL,0.0625,32.15468473777254,test-clean,opus,8k,0.0,2,0,1,3,0,0,1,0,-1,False,False,False,False,False,False,True
1342,4970,29095,37,BUT THAT WISE AND PLACID WOMAN UNDERSTOOD THE SWEET REBEL A GREAT DEAL BETTER THAN RUTH UNDERSTOOD HERSELF,BUT THAT WISE AND PLACID WOMAN UNDERSTOOD THE SWEET REBEL A GREAT DEAL BETTER THAN RUTH UNDERSTOOD HERSELF,0.0,BUT THAT WISE AND PLACID WOMAN UNDERSTOOD THE SWEET REBEL A GREAT DEAL BETTER THAN RUTH UNDERSTOOD HERSELF,0.0,31.88628472222222,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1406,5105,28233,0,LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS,LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS,0.0,LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS,0.0,31.54172127566623,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2198,7176,92135,11,NOW THE OBJECT OF THIS SOLILOQUY IS PLAIN,NOW THE OBJECT OF THIS SOLLOQUY IS PLAIN,0.125,NOW THE OBJECT OF THIS SOLOQUY IS PLAIN,0.125,29.529562160434644,test-clean,opus,8k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
132,121,123859,3,LOVE IS A BABE THEN MIGHT I NOT SAY SO TO GIVE FULL GROWTH TO THAT WHICH STILL DOTH GROW,LOVE IS A BABE THEN MIGHT I NOT SAY SO TO GIVE FULL GROWTH TO THAT WHICH STILL DOTH GROW,0.0,LOVE IS A BABE THEN MIGHT I NOT SAY SO TO GIVE FULL GROWTH TO THAT WHICH STILL DOTH GROW,0.0,35.40185960968632,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2528,8555,284449,2,AT THE HEAD OF THE PINKIES WERE GHIP GHISIZZLE AND BUTTON BRIGHT WHO HAD THE PARROT ON HIS SHOULDER AND THEY WERE SUPPORTED BY CAPTAIN CORALIE AND CAPTAIN TINTINT AND ROSALIE THE WITCH,AT THE HEAD OF THE PINKIES WERE GHIP GHISIZZLE AND BUTTON BRIGHT WHO HAD THE PARROT ON HIS SHOULDER AND THEY WERE SUPPORTED BY CAPTAIN COROLEE AND CAPTAIN TIN TINT AND ROSALIE THE WITCH,0.0909090909090909,AT THE HEAD OF THE PINKIES WERE GHIP GHISIZZLE AND BUTTON BRIGHT WHO HAD THE PARROT ON HIS SHOULDER AND THEY WERE SUPPORTED BY CAPTAIN CORALIE AND CAPTAIN TIN TANT AND ROSALIE THE WITCH,0.0606060606060606,31.686600518458924,test-clean,opus,8k,-0.030303030303030297,2,0,1,1,0,1,-1,0,0,False,False,False,False,False,True,False
2550,8555,292519,3,IN A SUNSET GLOWING OF CRIMSON AND GOLD SHE LIES THE GLORY OF THE WORLD A BEACHED KING'S GALLEY WHOSE SAILS ARE FURLED WHO IS HUNG WITH TAPESTRIES RICH AND OLD,IN A SUNSET GLOWING OF CRIMSON AND GOLD SHE LIES THE GLORY OF THE WORLD A BEECHED KING'S GALLEY WHOSE SAILES ARE FURLED WHO IS HUNG WITH TAPESTRIES RICH AND OLD,0.064516129032258,IN A SUNSET GLOWING OF CRIMSON AND GOLD SHE LIES THE GLORY OF THE WORLD A BEACHED KING'S GALLEY WHOSE SAILS ARE FURLED WHO IS HUNG WITH TAPESTRIES RICH AND OLD,0.0,31.63004134752254,test-clean,opus,8k,-0.064516129032258,2,0,0,0,0,0,-2,0,0,False,True,False,True,False,True,False
2544,8555,284449,18,SO GHIP GHISIZZLE ORDERED THE CAPTAIN TO TAKE A FILE OF SOLDIERS AND ESCORT THE RAVING BEAUTIES TO THEIR NEW HOME,SO GHIP GHISIZZLE ORDERED THE CAPTAIN TO TAKE A FILE OF SOLDIERS AND ESCORT THE RAVING BEAUTIES TO THEIR NEW HOME,0.0,SO GHIP GHISIZZLE ORDERED THE CAPTAIN TO TAKE A FILE OF SOLDIERS AND ESCORT THE RAVING BEAUTIES TO THEIR NEW HOME,0.0,31.81648522550544,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
787,2830,3979,3,THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,0.0,THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,0.0,31.54534373476353,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
46,1089,134691,8,THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,0.0,THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE,0.0,31.266575396049287,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1816,672,122797,31,IT BLAZED UP FAMOUSLY HELP HELP,IT BLAZED UP FAMOUSLY HELP HELP,0.0,IT BLAZED UP FAMOUSLY HELP HELP,0.0,32.34467005076142,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1096,4077,13754,0,THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH,THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH,0.0,THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH,0.0,31.315326376099858,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1187,4446,2275,12,SHE LOOKED AT HIS HEAVY SHOULDERS AND BIG DETERMINED HEAD THRUST FORWARD LIKE A CATAPULT IN LEASH,SHE LOOKED AT HIS HEAVY SHOULDERS AND BIG DETERMINED HEAD THRUST FORWARD LIKE A CATAPOLT IN LEISH,0.1176470588235294,SHE LOOKED AT HIS HEAVY SHOULDERS AND BIG DETERMINED HEAD THRUST FORWARD LIKE A CATAPOLT IN LICHE,0.1176470588235294,32.74668930390492,test-clean,opus,8k,0.0,2,0,0,2,0,0,0,0,0,False,False,False,False,False,False,True
875,2961,960,1,THE INFLUENCE WITH THE TIMAEUS HAS EXERCISED UPON POSTERITY IS DUE PARTLY TO A MISUNDERSTANDING,THE INFLUENCE WHICH THE TIMEAS HAS EXERCISED UPON POSTERITY IS DUE PARTLY TO A MISUNDERSTANDING,0.1333333333333333,THE INFLUENCE WHICH THE TIMEIS HAS EXERCISED UPON POSTERITY IS DUE PARTLY TO A MISUNDERSTANDING,0.1333333333333333,32.41836484164007,test-clean,opus,8k,0.0,2,0,0,2,0,0,0,0,0,False,False,False,False,False,False,True
1621,5683,32865,15,I HAD A HORRID DREAM ABOUT HIM LAST NIGHT THAT,I HAD A HORRID DREAM ABOUT HIM LAST NIGHT THAT,0.0,I HAD A HORRID DREAM ABOUT HIM LAST NIGHT THAT,0.0,31.819228002877008,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
943,3570,5695,0,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINCIDE,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINCITE,0.0769230769230769,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINSIT,0.0769230769230769,31.334954407294838,test-clean,opus,8k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1517,5142,33396,55,THAT TIME IT POINTED US INTO YOUR FATHER'S SHIPS,THAT TIME IT POINTED US INTO YOUR FATHER'S SHIPS,0.0,THAT TIME IT POINTED US INTO YOUR FATHER'S SHIPS,0.0,31.338043094312965,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1811,672,122797,26,THERE TOO WERE LARGE EASY CHAIRS SILKEN SOFAS LARGE TABLES FULL OF PICTURE BOOKS AND FULL OF TOYS WORTH HUNDREDS AND HUNDREDS OF CROWNS AT LEAST THE CHILDREN SAID SO,THERE TOO WERE LARGE EASY CHAIRS SILKEN SOFAS LARGE TABLES FULL OF PICTURE BOOKS AND FULL OF TOYS WORTH HUNDREDS AND HUNDREDS OF CROWNS AT LEAST THE CHILDREN SAID SO,0.0,THERE TOO WERE LARGE EASY CHAIRS SILKEN SOFAS LARGE TABLES FULL OF PICTURE BOOKS AND FULL OF TOYS WORTH HUNDREDS AND HUNDREDS OF CROWNS AT LEAST THE CHILDREN SAID SO,0.0,31.76891353811149,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2515,8555,284447,14,THE IDEA OF PATCHING CAP'N BILL TO A GOAT WAS VASTLY AMUSING TO HIM AND THE MORE HE THOUGHT OF IT THE MORE HE ROARED WITH LAUGHTER,THE IDEA OF PATCHING CAP'N BILL TO A GOAT WAS VASTLY AMUSING TO HIM AND THE MORE HE THOUGHT OF IT THE MORE HE ROARED WITH LAUGHTER,0.0,THE IDEA OF PATCHING CAP'N BILL TO A GOAT WAS VASTLY AMUSING TO HIM AND TA MORE HE THOUGHT OF IT THE MORE HE ROARED WITH LAUGHTER,0.037037037037037,31.514355457398583,test-clean,opus,8k,0.037037037037037,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1604,5639,40744,40,THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF A MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED,THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF A MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED,0.0,THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF THE MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED,0.027027027027027,31.57214950323293,test-clean,opus,8k,0.027027027027027,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1086,4077,13751,12,THE LIEUTENANT GOVERNOR LILBURN W BOGGS AFTERWARD GOVERNOR WAS A PRONOUNCED MORMON HATER AND THROUGHOUT THE PERIOD OF THE TROUBLES HE MANIFESTED SYMPATHY WITH THE PERSECUTORS,THE LIEUTENANT GOVERNOR LILBURN W BOGS AFTERWARD GOVERNOR WAS A PRONOUNCED MORMAN HAYTER AND THROUGHOUT THE PERIOD OF THE TROUBLES HE MANIFEST HIS SYMPATHY WITH THE PERSECUTORS,0.1923076923076923,THE LIEUTENANT GOVERNOR LILBURN W BOGS AFTERWARD GOVERNOR WAS A PRONOUNCED MORMAN HATER AND THROUGHOUT THE PERIOD OF THE TROUBLES HE MANIFESTIS SYMPATHY WITH THE PERSECUTORS,0.1153846153846153,31.193867618429596,test-clean,opus,8k,-0.076923076923077,4,0,1,3,0,0,-1,0,-1,False,False,False,False,False,True,False
522,2094,142345,11,DO NOT SUPPOSE HOWEVER THAT MISSUS POYSER WAS ELDERLY OR SHREWISH IN HER APPEARANCE SHE WAS A GOOD LOOKING WOMAN NOT MORE THAN EIGHT AND THIRTY OF FAIR COMPLEXION AND SANDY HAIR WELL SHAPEN LIGHT FOOTED,DO NOT SUPPOSE HOWEVER THAT MISSUS POYSER WAS ELDERLY OR SHREWISH IN HER APPEARANCE SHE WAS A GOOD LOOKING WOMAN NOT MORE THAN EIGHT AND THIRTY OF FAIR COMPLEXION AND SANDY HAIR WELL SHAPEN LIGHT FOOTED,0.0,DO NOT SUPPOSE HOWEVER THAT MISSUS POYSER WAS ELDERLY OR SHREWISH IN HER APPEARANCE SHE WAS A GOOD LOOKING WOMAN NOT MORE THAN EIGHT AND THIRTY A FAIR COMPLEXION AND SANDY HAIR WELL SHAPEN LIGHT FOOTED,0.0277777777777777,32.13126697950111,test-clean,opus,8k,0.0277777777777777,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
24,1089,134686,24,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,0.0,31.55989847715736,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2195,7176,92135,8,LEND ME YOUR EAR FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGECRAFT IS,LIND ME YOUR EAR FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGECRAFT IS,0.0666666666666666,LEND ME YOUR EAR FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGECRAFT IS,0.0,30.476579286635157,test-clean,opus,8k,-0.0666666666666666,1,0,0,0,0,0,-1,0,0,False,True,False,True,False,True,False
1042,3729,6852,15,AT YOUR SERVICE SIR,AT YOUR SERVICE SIR,0.0,AT YOUR SERVICE SIR,0.0,34.58750517170046,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
580,2300,131720,8,EVERYTHING HE HAS DONE HAS BEEN AIMED AT THE CONSERVATION OF ENERGY THE CONTRACTION OF SPACE THE INTENSIFICATION OF CULTURE,EVERYTHING HE HAS DONE HAS BEEN AIMED AT THE CONSERVATION OF ENERGY THE CONTRACTION OF SPACE THE INTENSIFICATION OF CULTURE,0.0,EVERYTHING HE HAS DONE HAS BEEN AIMED AT THE CONSERVATION OF ENERGY THE CONTRACTION OF SPACE THE INTENSIFICATION OF CULTURE,0.0,31.541900647948165,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1308,4970,29095,3,I HOPE THEE TOLD THE ELDERS THAT FATHER AND I ARE RESPONSIBLE FOR THE PIANO AND THAT MUCH AS THEE LOVES MUSIC THEE IS NEVER IN THE ROOM WHEN IT IS PLAYED,I HOPE THEE TOLD THE ELDERS THAT FATHER AND I ARE RESPONSIBLE FOR THE PIANO AND THAT MUCH AS THEE LOVE'S MUSIC THEE IS NEVER IN THE ROOM WHEN IT IS PLAYED,0.03125,I HOPE THEE TOLD THE ELDERS THAT FATHER AND I ARE RESPONSIBLE FOR THE PIANO AND THAT MUCH AS THEE LOVES MUSIC THEE IS NEVER IN THE ROOM WHEN IT IS PLAYED,0.0,32.490933036166545,test-clean,opus,8k,-0.03125,1,0,0,0,0,0,-1,0,0,False,True,False,True,False,True,False
1873,6829,68769,13,MAY WE SEE GATES AT ONCE ASKED KENNETH,MAYBE SEE GATES AT ONCE ASKED KENNETH,0.25,MAY WE SEE GATES AT ONCE ASKED KENNETH,0.0,31.853284671532847,test-clean,opus,8k,-0.25,1,1,0,0,0,0,-1,-1,0,False,True,False,True,False,True,False
1969,6930,75918,18,THE NIGHT WAS CLEAR STARLIT AND SPLENDID THE TEMPEST HAD PASSED AWAY AND THE SWEET INFLUENCES OF THE EVENING HAD RESTORED LIFE PEACE AND SECURITY EVERYWHERE,THE NIGHT WAS CLEAR STARLET AND SPLENDID THE TEMPEST HAD PASSED AWAY AND THE SWEET INFLUENCES OF THE EVENING HAD RESTORED LIFE PEACE AND SECURITY EVERYWHERE,0.0384615384615384,THE NIGHT WAS CLEAR STARLET AND SPLENDID THE TEMPEST HAD PASSED AWAY AND THE SWEET INFLUENCES OF THE EVENING HAD RESTORED LIFE PEACE AND SECURITY EVERYWHERE,0.0384615384615384,30.55979508920685,test-clean,opus,8k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2357,8455,210777,1,HAD EVA CRASWELLER NOT BEEN GOOD LOOKING HAD JACK BEEN STILL AT COLLEGE HAD SIR KENNINGTON OVAL REMAINED IN ENGLAND HAD MISTER BUNNIT AND THE BAR KEEPER NOT SUCCEEDED IN STOPPING MY CARRIAGE ON THE HILL SHOULD I HAVE SUCCEEDED IN ARRANGING FOR THE FINAL DEPARTURE OF MY OLD FRIEND,HAD EVER CRESWELLER NOT BEEN GOOD LOOKING HAD JACK BEEN STILL AT COLLEGE HAD SIR KENNINGTON OVAL REMAINED IN ENGLAND HAD MISTER BUNNET AND THE BAR KEEPER NOT SUCCEEDED IN STOPPING MY CARRIAGE ON THE HILL SHOULD I HAVE SUCCEEDED IN ARRANGING FOR THE FINAL DEPARTURE OF MY OLD FRIEND,0.06,HAD ETHER CRESWELLER NOT BEEN GOOD LOOKING HAD JACK BEEN STILL AT COLLEGE HAD SIR KENNINGTON OVALL REMAINED IN ENGLAND HAD MISTER BUNNET AND THE BAR KEEPER NOT SUCCEEDED IN STOPPING MY CARRIAGE ON THE HILL SHOULD I HAVE SUCCEEDED IN ARRANGING FOR THE FINAL DEPARTURE OF MY OLD FRIEND,0.08,31.74856329702808,test-clean,opus,8k,0.020000000000000004,3,0,0,4,0,0,1,0,0,False,False,False,False,True,False,False
2085,7021,85628,25,BUT HIS MOTHER HUGGED HIM CLOSE,BUT HIS MOTHER HUGGED HIM CLOSE,0.0,BUT HIS MOTHER HUGGED HIM CLOSE,0.0,31.606685633001423,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
335,1580,141083,1,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,0.0,I HAD ALWAYS KNOWN HIM TO BE RESTLESS IN HIS MANNER BUT ON THIS PARTICULAR OCCASION HE WAS IN SUCH A STATE OF UNCONTROLLABLE AGITATION THAT IT WAS CLEAR SOMETHING VERY UNUSUAL HAD OCCURRED,0.0,31.31145664409043,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2407,8455,210777,51,WHAT WORLD WIDE INIQUITY SUCH A SPEECH AS THAT DISCLOSES SAID I STILL TURNING MYSELF TO THE CAPTAIN FOR THOUGH I WOULD HAVE CRUSHED THEM BOTH BY MY WORDS HAD IT BEEN POSSIBLE MY DISLIKE CENTRED ITSELF ON SIR FERDINANDO,WHAT WORLD WIDE INIQUITY SUCH A SPEECH AS THAT DISCLOSES SAID I STILL TURNING MYSELF TO THE CAPTAIN FOR THOUGH I WOULD HAVE CRUSHED THEM BOTH BY MY WORDS HAD IT BEEN POSSIBLE MY DISLIKE SENTRED ITSELF ON SIR FERDINANDO,0.025,WHAT WORLD WIDE INIQUITY SUCH A SPEECH AS THAT DISCLOSES SAID I STILL TURNING MYSELF TO THE CAPTAIN FOR THOUGH I WOULD HAVE CRUSHED THEM BOTH BY MY WORDS HAD IT BEEN POSSIBLE MY DISLIKE SENTERED ITSELF ON SIR FERDIMANDO,0.05,31.166155133928573,test-clean,opus,8k,0.025,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
582,2300,131720,10,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITHIN THE ABILITY OF THE DIRECT CURRENT,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITHIN THE ABILITY OF THE DIRECT CURRENT,0.0,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITHIN THE ABILITY OF THE DIRECT CURRENT,0.0,31.00152179751141,test-clean,opus,8k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2380,8455,210777,24,HOW MUCH OF EVIL OF REAL ACCOMPLISHED EVIL HAD THERE NOT OCCURRED TO ME DURING THE LAST FEW DAYS,HOW MUCH OF EVIL A REAL ACCOMPLISHED EVIL HAD THERE NOT OCCURRED TO ME DURING THE LAST FEW DAYS,0.0526315789473684,HOW MUCH OF EVIL A REAL ACCOMPLISHED EVIL HAD THERE NOT OCCURRED TO ME DURING THE LAST FEW DAYS,0.0526315789473684,32.02726310217046,test-clean,opus,8k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
